UID,Country,City,Sample_Type,Latitude,Longitude,Distance,Standardized_Distance,GMIS_Mean,HII,Mean_NDVI,Min_NDVI,Max_NDVI,Mean_Annual_Temperature,Temperature_Seasonality,Range_Annual_Temperature,Annual_Precipitation,Precipitation_Seasonality,Aridity_Index
Athens.22.RP,USA,Athens,Random_Points,34.0253725872225,-83.2803256984022,11.433267998150075,0.6520448764528143,0,43,7357.791304347826,5033,9101.6,16.162500381469727,7.47946044921875,32.39999771118164,1278,15.563241004943848,8561
Athens.23.RP,USA,Athens,Random_Points,33.8969419332816,-83.3020963555911,9.778366137361326,0.557665012398711,3.026315789473684,28,6472.365217391304,4326.6,8333.8,16.450000762939453,7.450625,32.400001525878906,1249,16.41486358642578,8284
Athens.24.RP,USA,Athens,Random_Points,33.9817696126716,-83.2732643231411,9.79670766011944,0.5587110384293006,0,42,7235.44347826087,4746.2,8970.4,16.212499618530273,7.495699462890625,32.39999771118164,1269,15.827702522277832,8467
Athens.25.RP,USA,Athens,Random_Points,34.0808711643487,-83.4386130656597,14.601427745191936,0.8327265792850173,0,22,6567.408695652174,4629.8,8157.8,15.962499618530272,7.427410278320313,32.20000076293945,1310,14.849019050598145,8900
Athens.26.RP,USA,Athens,Random_Points,34.055557972426,-83.3126047634285,12.109722654133265,0.6906234169591556,0.35877862595419846,38,6718.069565217392,4485.2,8508.4,16.100000381469727,7.467809448242187,32.400001525878906,1290,15.182598114013672,8676
Athens.27.RP,USA,Athens,Random_Points,34.0721129565082,-83.4858157007929,16.04802576072668,0.915226772971447,0,26,7096.695652173913,4510.6,9139.4,16.012500762939453,7.4157421875,32.29999923706055,1310,14.717280387878418,8877
Athens.28.RP,USA,Athens,Random_Points,33.857761917818,-83.2680656839711,15.107801121190464,0.8616053010507783,0,18,7215.330434782609,3351.6,9028.6,16.399999618530273,7.436366577148437,32.400001525878906,1238,16.980844497680664,8248
Atlanta.1.RP,USA,Atlanta,Random_Points,33.7301096511651,-84.6171464402217,21.457093425328974,0.6235370868967081,0,42,6526.208695652173,2238,9031.4,16.125,7.437848510742188,31.700000762939453,1302,17.425722122192383,9097
Atlanta.2.RP,USA,Atlanta,Random_Points,33.70104541231,-84.6347382380903,23.723414304084837,0.6893957328326243,1.150943396226415,43,6835.765217391305,4393.6,8877.4,16.075000762939453,7.420319213867187,31.600000381469727,1304,17.588638305664062,9158
Atlanta.3.RP,USA,Atlanta,Random_Points,33.8234611000865,-84.2933191831767,11.38445627614878,0.3308290904840445,25.21969696969697,52,4926.069565217391,2565.4,6866.6,16.399999618530273,7.478696899414063,31.30000114440918,1313,15.376639366149902,8903
Atlanta.4.RP,USA,Atlanta,Random_Points,33.9082084314907,-84.2214725182481,22.69802094912573,0.6595980909619086,83.70943396226416,52,2018.608695652174,905.2,3886.4,16.45833396911621,7.5649261474609375,31.799999237060547,1348,15.210073471069336,9170
Atlanta.5.RP,USA,Atlanta,Random_Points,33.9371278334784,-84.2246234046145,24.967890814581516,0.7255598694509829,47.97744360902256,50,3755.426086956522,1922,5589,16.362499237060547,7.592733154296875,31.799999237060547,1362,15.248072624206545,9236
Atlanta.6.RP,USA,Atlanta,Random_Points,33.4480053069503,-84.3728442463908,34.4118960623804,1,0,35,6390.95652173913,4528,7750.4,16.462499618530273,7.365741577148437,31.69999885559082,1281,16.99864387512207,8749
Atlanta.7.RP,USA,Atlanta,Random_Points,33.5174588391323,-84.3261775321702,27.28937818344138,0.7930216380397166,3.102272727272727,46,6694.573913043479,3994.8,8485.8,16.52083396911621,7.4088232421875,31.600000381469727,1277,16.503515243530273,8701
Atlanta.8.RP,USA,Atlanta,Random_Points,33.9254814440774,-84.1081954357058,31.87136315257253,0.9261728297329941,34.62264150943396,42,4988.034782608695,2816,6844,16.554166793823242,7.565845947265625,32,1340,15.374784469604492,8972
Atlanta.9.RP,USA,Atlanta,Random_Points,33.7437329401086,-84.1365791668903,23.348731665062243,0.6785075609532433,16.68846153846154,34,6437.052173913044,4002,8283.2,16.39583396911621,7.403944091796875,31.399999618530273,1307,15.334136962890623,8814
Atlanta.10.RP,USA,Atlanta,Random_Points,33.7616396842955,-84.4830473256779,8.814812214521716,0.2561559583506414,12.454887218045112,60,6401.643478260869,4124.6,7958,16.462499618530273,7.496730346679687,31.399999618530273,1285,16.688631057739258,8787
Atlanta.11.RP,USA,Atlanta,Random_Points,34.0107743166388,-84.5186604371958,30.53231443231607,0.8872604513557872,8.815384615384616,48,6374.530434782609,4556,7927.6,16.100000381469727,7.630411376953125,31.80000114440918,1328,17.11248207092285,9209
Atlanta.12.RP,USA,Atlanta,Random_Points,33.7463257184618,-84.4056569446201,2.0864039801682197,0.060630311575569,53.16541353383459,60,3929.9652173913046,2297.8,5619,16.47083282470703,7.492798461914062,31.30000114440918,1297,16.114450454711914,8897
Atlanta.13.RP,USA,Atlanta,Random_Points,33.6379550490432,-84.3914840633207,13.31893632582657,0.38704453546188144,44.8421052631579,56,3245.208695652174,1904.6,4986.8,16.679166793823242,7.49674072265625,31.600000381469727,1283,16.2214298248291,8707
Atlanta.14.RP,USA,Atlanta,Random_Points,33.7666506994122,-84.7224123235387,30.995230864218037,0.9007126723860615,32.383141762452105,58,3616.5913043478263,1841.4,5890,15.737500190734863,7.441808471679687,31.69999885559082,1356,17.89911460876465,9591
Atlanta.15.RP,USA,Atlanta,Random_Points,33.7510138896288,-84.2789219428272,10.135712631667763,0.2945409521548647,5.015325670498084,44,6434.747826086957,4102.2,8173.6,16.5,7.46613525390625,31.299999237060547,1304,15.368477821350098,8784
Atlanta.16.RP,USA,Atlanta,Random_Points,33.9770024746466,-84.2453650805418,27.645408210806085,0.8033677702818723,2.9962264150943394,38,6656.113043478261,4364.2,8294.4,16.225000381469727,7.488855590820313,31.5,1364,15.120344161987305,9313
Atlanta.17.RP,USA,Atlanta,Random_Points,33.7239439041263,-84.3777456255497,3.8951048080410287,0.11319064782074637,44.70566037735849,52,3374.5391304347827,1413.6,5451,16.662500381469727,7.511903686523437,31.399999618530273,1290,15.89816188812256,8714
Atlanta.18.RP,USA,Atlanta,Random_Points,33.7401265860704,-84.1462921686281,22.483142590594497,0.6533537864300771,10,34,6636.773913043478,4105,8301.2,16.495832443237305,7.428796997070313,31.5,1300,15.385704040527344,8752
Atlanta.19.RP,USA,Atlanta,Random_Points,33.9345482246671,-84.5884624748362,26.97578185907402,0.7839086172460095,5.888461538461539,48,6469.495652173913,4368.4,7917.4,15.883333206176758,7.516809692382813,31.600000381469727,1316,17.925195693969727,9251
Atlanta.20.RP,USA,Atlanta,Random_Points,33.9676893209316,-84.2810058649278,25.2782021883533,0.7345774305063013,12.641221374045802,38,6076.086956521739,4121,7917.6,16.20833396911621,7.491990356445313,31.5,1351,15.15394401550293,9243
Atlanta.21.RP,USA,Atlanta,Random_Points,33.8883428217731,-84.3792350066171,14.480273688893382,0.4207926718900977,29.254681647940075,52,5098.191304347826,2690.2,7380.8,16.304166793823242,7.48830810546875,31.30000114440918,1314,16.029273986816406,8987
Atlanta.22.RP,USA,Atlanta,Random_Points,33.5713120655067,-84.5802931467729,27.328311604817824,0.7941530322908752,9.193916349809886,58,6721.860869565217,4753.2,8344.6,16.112499237060547,7.410531005859375,31.600000381469727,1308,17.170204162597656,9113
Atlanta.23.RP,USA,Atlanta,Random_Points,33.9117452120657,-84.6736094291196,31.459893513147268,0.9142156379909474,0.7078651685393258,34,6848.486956521739,4763,8435,15.758333206176758,7.551876220703125,32,1331,17.811281204223633,9437
Atlanta.24.RP,USA,Atlanta,Random_Points,33.6246118958692,-84.4555970686588,16.06774194145847,0.466924051854962,63.42307692307692,38,2970.9217391304346,1805,4778.8,16.53333282470703,7.474481811523438,31.5,1285,16.477458953857422,8797
Atlanta.25.RP,USA,Atlanta,Random_Points,33.7887872527009,-84.3998224008762,3.5861654733043955,0.10421295783305719,53.02661596958175,52,2912.513043478261,1369.6,4430,16.59583282470703,7.530165405273437,31.5,1288,16.206308364868164,8820
Atlanta.26.RP,USA,Atlanta,Random_Points,33.7499030421573,-84.2778612403535,10.243833403531664,0.2976829113095682,15.716475095785441,44,5591.973913043478,3738.6,7449.6,16.54166603088379,7.4629638671875,31.399999618530273,1300,15.664917945861816,8743
Atlanta.27.RP,USA,Atlanta,Random_Points,33.7120560840901,-84.6451047826681,24.364937893821917,0.70803822752615,41.60076045627376,39,4932.313043478261,2816.4,7142.2,15.975000381469728,7.413394165039063,31.600000381469727,1315,17.739192962646484,9241
Atlanta.28.RP,USA,Atlanta,Random_Points,33.7775113660712,-84.0498621895117,31.398205786623254,0.9124230100458848,10.349624060150376,27,6472.295652173913,4007.2,8271.2,16.258333206176758,7.4560784912109375,31.69999885559082,1298,15.317336082458496,8833
Atlanta.29.RP,USA,Atlanta,Random_Points,33.8145441580972,-84.7387540502784,33.085145337915,0.9614449979140841,2.484848484848485,17,6701.504347826087,2221.8,8617,15.725000381469728,7.492587280273438,32,1344,17.879213333129883,9551
Atlanta.30.RP,USA,Atlanta,Random_Points,33.7357341678063,-84.2984402184402,8.658124693607474,0.25160266315789165,7.266917293233083,48,6608.95652173913,4656.6,7990.8,16.5,7.449923706054688,31.299999237060547,1301,15.59040355682373,8770
Atlanta.31.RP,USA,Atlanta,Random_Points,33.9328014659798,-84.6791114285174,33.19408565545912,0.9646107728352519,0.23106060606060605,30,6656.313043478261,4501.4,8294,15.695833206176758,7.529923706054688,31.899999618530273,1340,17.849380493164062,9520
Atlanta.32.RP,USA,Atlanta,Random_Points,33.5600713410808,-84.1866664421734,28.821502774809428,0.8375447468097384,2.281954887218045,30,7043.782608695652,4500.2,9011.2,16.504167556762695,7.427205810546875,31.799999237060547,1264,16.525732040405273,8599
Atlanta.33.RP,USA,Atlanta,Random_Points,33.9453195963737,-84.1596029682524,29.63906605284216,0.8613029052253831,26.20689655172414,42,4948.582608695652,2566.8,6807,16.462499618530273,7.57520263671875,31.999998092651367,1359,15.316149711608888,9161
Atlanta.34.RP,USA,Atlanta,Random_Points,33.6055404654934,-84.4561127243849,18.051299633573255,0.5245656792886576,5.398496240601504,44,6841.356521739131,4709.2,8524.8,16.454166412353516,7.459419555664063,31.599998474121097,1285,16.477458953857422,8793
Atlanta.35.RP,USA,Atlanta,Random_Points,33.7970745330934,-84.4628890144475,8.179275165190056,0.23768743083389007,1.0153256704980842,52,6907.173913043478,4927,8803.2,16.558332443237305,7.529210815429687,31.5,1283,16.7470645904541,8773
Atlanta.36.RP,USA,Atlanta,Random_Points,33.6838813494982,-84.438484033818,9.459388857983432,0.2748871739248503,63.13409961685824,60,3365.8521739130433,1710.2,5180,16.433332443237305,7.474603271484375,31.30000114440918,1291,16.2409610748291,8813
Atlanta.37.RP,USA,Atlanta,Random_Points,33.8580778198264,-84.7089113788763,31.71960551127512,0.9217627954523397,9.417293233082706,42,6066.365217391304,3853.6,7590.2,15.758333206176758,7.542872314453125,32,1338,17.78787612915039,9489
Atlanta.38.RP,USA,Atlanta,Random_Points,33.9699953587297,-84.4779236336176,24.943287843423107,0.7248449140438815,14.00375939849624,48,5861.913043478261,3432,7656.6,16.14583396911621,7.570620727539063,31.5,1321,17.02206039428711,9103
Atlanta.39.RP,USA,Atlanta,Random_Points,33.7735996849203,-84.0250512717608,33.66715656021158,0.9783580799843523,19.43076923076923,27,5362.982608695652,3335.2,7498,16.316667556762695,7.46690673828125,31.799999237060547,1288,15.50775909423828,8760
Atlanta.40.RP,USA,Atlanta,Random_Points,33.8866952484041,-84.1935326248437,22.97567762586478,0.6676667157257322,34.16541353383459,58,4552.765217391305,2224.2,6167.8,16.429166793823242,7.520712280273438,31.600000381469727,1345,15.188218116760254,9051
Atlanta.41.RP,USA,Atlanta,Random_Points,33.9387467390946,-84.185842836886,27.422189223606175,0.796881089431876,10.01123595505618,42,5986.069565217391,3689.6,8096,16.420833587646484,7.57572265625,31.899999618530273,1360,15.292296409606934,9170
Atlanta.42.RP,USA,Atlanta,Random_Points,33.8674407252248,-84.4491892910692,13.395995472714414,0.3892838525500232,18.314176245210728,52,5098.895652173913,2689.6,6862.2,16.491666793823242,7.532439575195313,31.5,1291,16.951780319213867,8836
Atlanta.43.RP,USA,Atlanta,Random_Points,33.8272222755354,-84.2252478100735,16.91524328767716,0.49155220209354167,11.65267175572519,56,6050.817391304348,2887.2,7622,16.391666412353516,7.480606079101563,31.399999618530273,1327,15.012975692749023,8967
Atlanta.44.RP,USA,Atlanta,Random_Points,33.8903411081567,-84.231430650278,20.629210018605196,0.5994790284502038,7.431297709923665,52,6109.608695652174,3540.4,7753.2,16.420833587646484,7.556107177734375,31.69999885559082,1344,14.984975814819336,9041
Atlanta.45.RP,USA,Atlanta,Random_Points,33.9506155296341,-84.4710512296334,22.705244111260583,0.6598079940175774,3.741444866920152,38,6369.086956521739,4432,8009.6,16.25,7.588956909179688,31.600000381469727,1310,17.191495895385742,9019
Toronto.1.RP,Canada,Toronto,Random_Points,43.7756119818552,-79.1339349333415,24.25855304644064,0.5081230016309726,24.25,50,3688.869565217391,-64,6202.8,8.045833587646484,9.505559692382812,34.70000076293945,856,19.757614135742188,8716
Toronto.2.RP,Canada,Toronto,Random_Points,43.9582757712734,-79.5039119904846,35.28656320699188,0.739117225155708,0,38,3771.339130434783,-21.6,7317.6,6.395833492279053,10.227824096679688,37.099998474121094,860,19.340377807617188,9534
Toronto.3.RP,Canada,Toronto,Random_Points,44.0240782400113,-79.2012163259313,43.74537745123149,0.9162967162734812,0,14,4570.817391304347,101,8652.2,6.195833206176758,10.265531005859376,37.20000076293945,907,18.868701934814453,10149
Toronto.4.RP,Canada,Toronto,Random_Points,43.8767955520138,-79.0208834950918,38.32096698084385,0.8026762655806786,30.06578947368421,54,4162.686956521739,263.2,7077.2,7.691666603088379,9.846199951171876,36,880,17.95148277282715,9009
Toronto.5.RP,Canada,Toronto,Random_Points,43.63205770625,-79.5157268881094,10.959082035635682,0.22955044550294498,36.15151515151515,56,3022.24347826087,-33.4,5523.2,8.324999809265137,9.759110107421876,35.599998474121094,811,15.36130428314209,8003
Toronto.6.RP,Canada,Toronto,Random_Points,43.7871449412741,-79.7998797424975,36.751003525646155,0.769791594274076,0,27,4884.973913043478,-1.8,7965,6.6541666984558105,10.078069458007812,37.29999923706055,822,16.12187957763672,9019
Toronto.7.RP,Canada,Toronto,Random_Points,43.568128417536,-79.7847872825966,33.778697079397155,0.7075332530472181,14.006711409395972,48,2849.991304347826,-1.2,5527.2,7.470833301544189,9.883812866210938,36.400001525878906,848,14.320748329162598,8884
Toronto.8.RP,Canada,Toronto,Random_Points,43.5023997589111,-79.6107583589367,24.867793836504177,0.5208842433410809,87.89333333333333,38,1704.4,18.2,3630.4,8.354166984558105,9.537520751953124,34.900001525878906,809,12.885570526123049,8089
Toronto.9.RP,Canada,Toronto,Random_Points,43.7516668768397,-79.3147590051599,12.265152283416413,0.2569075732497142,43.77,50,3575.278260869565,184,5560.6,8.108333587646484,9.994449462890625,36.20000076293945,861,17.575014114379883,8445
Toronto.10.RP,Canada,Toronto,Random_Points,43.8462676317681,-78.9854005734207,38.55675020483772,0.8076150135464223,4.956810631229236,58,4830.052173913044,133.4,8383,7.783333301544189,9.555396728515625,35.099998474121094,865,17.488367080688477,8919
Toronto.11.RP,Canada,Toronto,Random_Points,43.6873434068922,-79.3905730283475,3.864322447276336,0.08094263155024005,47.37953795379538,56,3794.973913043478,-154.4,6912.4,8.483333587646484,9.867308959960935,35.599998474121094,828,16.345073699951172,7917
Toronto.12.RP,Canada,Toronto,Random_Points,43.6384080047989,-79.9346606889898,44.53848470937909,0.9329092504115962,3.2145214521452146,50,4332.634782608696,21,7212.8,6.891666412353516,9.970452270507812,36.79999923706055,870,15.463698387145996,9442
Toronto.13.RP,Canada,Toronto,Random_Points,43.5909495251627,-79.5762814482325,17.055873624428884,0.357254683941462,57.98344370860927,60,3735.382608695653,177,6258.8,8.345833778381348,9.773536987304688,35.80000305175781,805,14.010764122009276,7919
Toronto.14.RP,Canada,Toronto,Random_Points,43.9148548612164,-79.163265126328,34.04896154470672,0.713194249854587,0,41,3773,-231.2,8290.6,6.866666793823242,9.974566040039065,36,886,20.02293586730957,9642
Toronto.15.RP,Canada,Toronto,Random_Points,43.7075954846619,-79.7606825921272,31.052857233553382,0.6504374352635326,45.64119601328904,56,3454.304347826087,-104.2,5518.6,7.595833301544189,10.130858764648435,37.5,835,15.607328414916992,8376
Toronto.16.RP,Canada,Toronto,Random_Points,43.8550968564577,-78.9160793035089,43.79813058783693,0.9174016907567527,38.442244224422446,56,3002.2,102.6,5709.2,7.779166698455811,9.574859619140623,35.20000076293945,865,16.39324378967285,8925
Toronto.17.RP,Canada,Toronto,Random_Points,43.9123105758268,-79.1466673525133,34.52573823006198,0.7231808801373824,0,30,3791.086956521739,-252.8,8149.2,6.858333110809326,9.949185180664063,36,888,19.760177612304688,9675
Toronto.18.RP,Canada,Toronto,Random_Points,43.803822898517,-79.7475894499499,33.818976960544234,0.7083769609994036,2.7954545454545454,39,4485.869565217391,63.8,7626.2,6.941666603088379,10.079994506835938,37.400001525878906,811,16.442996978759766,8666
Toronto.19.RP,Canada,Toronto,Random_Points,44.0651205730518,-79.3231036780601,46.043005569716435,0.9644231520902123,0,49,6241.852173913043,1576.4,8978.8,6.066666603088379,10.261475830078124,37.20000076293945,905,19.42159080505371,10248
Toronto.20.RP,Canada,Toronto,Random_Points,43.588569577496,-79.7081025076758,27.199628283633484,0.5697271696406645,52.18604651162791,48,3171.295652173913,112.6,5087.6,8.125,9.981676635742188,36.79999923706055,830,14.480989456176758,8151
Toronto.21.RP,Canada,Toronto,Random_Points,43.5115106265992,-79.7457338257146,33.24789285077853,0.6964149543833297,20.38205980066445,39,3282.634782608696,-52,7318.6,7.854166507720947,9.847068481445312,36.099998474121094,846,13.696949005126951,8572
Toronto.22.RP,Canada,Toronto,Random_Points,43.8789817332933,-79.4948083903924,26.67355823364603,0.5587080337360603,5.255737704918033,50,5656.608695652174,1116.2,8625.6,6.945833206176758,10.181856689453124,37.099998474121094,862,17.41482925415039,9117
Toronto.23.RP,Canada,Toronto,Random_Points,43.7989406752818,-79.2870171717146,17.9649002950259,0.3762952820984134,38.0296052631579,56,3638.5739130434786,227.2,5722.6,8.037500381469727,10.110213623046874,36.69999694824219,871,18.20952415466309,8492
Toronto.24.RP,Canada,Toronto,Random_Points,43.5001570082812,-79.7652957225133,35.240919949740096,0.7381611751870809,0,39,3536.208695652174,14.4,7911.8,7.733333110809326,9.840277709960937,36.099998474121094,850,13.830118179321287,8719
Toronto.25.RP,Canada,Toronto,Random_Points,43.9565215098608,-79.7625479110256,45.49816151016748,0.9530107731890957,0,30,4389.260869565217,221.2,8429.6,6.204166889190674,10.171025390625,37.70000076293945,827,17.648977279663086,9296
Toronto.26.RP,Canada,Toronto,Random_Points,43.9590668542792,-79.6714983661741,41.17477961026212,0.862452618959066,0,22,3712.5391304347822,-36.6,7477.2,6.245833396911621,10.161948852539062,37.29999923706055,840,18.87725257873535,9364
Toronto.27.RP,Canada,Toronto,Random_Points,43.8310308191847,-78.981433791985,37.915865747412816,0.7941909592105368,35.78896103896104,34,4615.182608695653,477.8,8178.6,7.933333396911621,9.439889526367187,34.70000076293945,863,17.48927879333496,8845
Toronto.28.RP,Canada,Toronto,Random_Points,44.0339643028548,-79.5347976429475,44.05364609665309,0.922753753884936,0,22,5565.121739130435,537,8983,6.2833333015441895,10.28169921875,37.400001525878906,847,20.09857749938965,9452
Toronto.29.RP,Canada,Toronto,Random_Points,43.9760147405012,-79.5641464046256,38.73601423717018,0.8113699027196909,1.3967213114754098,26,4696.478260869565,214.6,8059,6.2166666984558105,10.202614135742188,37.19999694824219,849,19.639612197875977,9542
Toronto.30.RP,Canada,Toronto,Random_Points,43.8900558706119,-79.5669084952118,30.215532190551645,0.6328987092984548,0,29,3877.121739130435,-98.6,8117,6.662499904632568,10.080271606445312,37,838,17.96714973449707,9176
Toronto.31.RP,Canada,Toronto,Random_Points,43.449022600864,-79.8091639903604,41.22549092412718,0.8635148251412911,0,34,4678.939130434783,-61.8,8480.4,7.75,9.7945947265625,36,870,13.248249053955078,8964
Toronto.32.RP,Canada,Toronto,Random_Points,43.9549360671892,-79.1830928625662,37.205063050554315,0.7793023877774552,0,30,4839.895652173913,265,8226,6.662499904632568,10.061405029296877,36.400001525878906,888,19.57115936279297,9774
Toronto.33.RP,Canada,Toronto,Random_Points,43.9546383359835,-79.3466639149108,33.641863837414746,0.704667125067289,0,38,4150.391304347826,-10,8681.2,6.616666793823242,10.165210571289062,36.900001525878906,872,18.43478202819824,9554
Toronto.34.RP,Canada,Toronto,Random_Points,43.6076598313606,-79.9549537389089,46.432078488903144,0.9725727271770696,0,22,4504.982608695653,-53.4,8450,6.762499809265137,9.945718994140623,36.70000076293945,881,15.099811553955078,9633
Toronto.35.RP,Canada,Toronto,Random_Points,43.8725692828168,-79.6973628563626,35.156156099552696,0.7363856998772152,4.864238410596027,46,4810.617391304348,276.6,8118.2,6.745833396911621,10.071707763671874,37.5,814,16.92901611328125,8851
Toronto.36.RP,Canada,Toronto,Random_Points,43.884733491112,-79.7665381816417,40.20666851056131,0.8421744301919739,0,43,5921.182608695653,1216.8,8903.4,6.616666793823242,10.124191284179688,37.599998474121094,816,16.291534423828125,8924
Toronto.37.RP,Canada,Toronto,Random_Points,43.5416413808193,-79.8355416117568,38.57892095362462,0.8080794051117576,6.587458745874588,50,3070.1565217391303,-161.6,7838,7.5,9.889824829101563,36.5,860,14.353407859802246,8996
Toronto.38.RP,Canada,Toronto,Random_Points,43.8671314838948,-79.6823890275407,33.87184724727692,0.7094843893254159,0,46,4999.521739130435,179.8,8702.4,6.7791666984558105,10.037281494140624,37.29999923706055,807,16.985366821289062,8816
Toronto.39.RP,Canada,Toronto,Random_Points,43.8568516544395,-79.3950091052157,22.670079171296027,0.4748506085123199,41.45544554455446,56,3224.2,166.8,5187.8,7.658333301544189,10.218584594726565,37.20000076293945,866,16.979175567626953,8654
Toronto.40.RP,Canada,Toronto,Random_Points,43.8759220502044,-78.9547121011839,42.45953402603772,0.8893632623454542,29.373333333333335,60,4051.869565217391,354.6,6115.6,7.770833492279053,9.708746337890624,35.70000076293945,872,17.076169967651367,8952
Toronto.41.RP,Canada,Toronto,Random_Points,43.6285095432158,-79.628708007345,20.011669768348497,0.41916719809605446,63.20066889632107,52,2402.634782608696,17.6,4398.8,8.183333396911621,9.970213012695313,36.599998474121094,808,15.666471481323242,7938
Toronto.42.RP,Canada,Toronto,Random_Points,43.9934618503481,-79.2031532787399,40.500482352019056,0.8483286954837426,0,38,5173.130434782609,448.6,8316.6,6.445833206176758,10.240126953125,37.099998474121094,898,19.362897872924805,9833
Toronto.43.RP,Canada,Toronto,Random_Points,43.6418510236507,-79.5433403797704,12.9953712524679,0.2722028406010683,29.537216828478964,60,4213.530434782609,143.8,6410.2,8.233333587646484,9.876287841796875,36.099998474121094,805,14.97166633605957,7895
Toronto.44.RP,Canada,Toronto,Random_Points,43.5613711963515,-79.6151586282537,21.329288866919224,0.44676622966608825,19.286666666666665,60,4197.339130434782,347,6901.2,8.350000381469727,9.745791625976562,35.70000076293945,808,13.504035949707031,7971
Toronto.45.RP,Canada,Toronto,Random_Points,43.8868141994548,-79.1360654488903,32.7136067468409,0.6852237238782466,0,42,3816.9304347826087,-113.4,7829.8,7.129166603088379,9.896864624023438,35.79999923706055,879,19.560258865356445,9395
Toronto.46.RP,Canada,Toronto,Random_Points,43.9717355101903,-79.240069831182,37.2346160106214,0.7799214081595703,31.983498349834985,46,3903.6260869565217,68.8,6348.4,6.566666603088379,10.186094360351564,36.900001525878906,896,18.658870697021484,9850
Toronto.47.RP,Canada,Toronto,Random_Points,43.6702732667432,-79.5906243663798,16.85670771132008,0.3530829272254831,70.00334448160535,52,2224.486956521739,-667.8,4164.6,8.074999809265137,9.984112548828126,36.599998474121094,809,15.648940086364746,7972
Toronto.48.RP,Canada,Toronto,Random_Points,43.6450917071335,-79.6469962747278,21.31665575920261,0.44650161484752904,73.07308970099668,52,2053.0434782608695,-53.2,3428.2,8.054166793823242,10.023641357421877,36.900001525878906,816,15.731026649475098,8055
Toronto.49.RP,Canada,Toronto,Random_Points,43.6184531656071,-79.9140134628877,43.021773348537366,0.9011400048262016,0,47,3500.895652173913,-240.4,8214.8,7.037499904632568,9.962363891601562,36.79999923706055,867,15.091626167297363,9262
Toronto.50.RP,Canada,Toronto,Random_Points,43.7140752010019,-79.5816525067772,17.39571470639782,0.3643730421682281,93.27777777777776,60,1434.8,-67.2,2852.4,7.991666793823242,10.028523559570312,36.79999923706055,811,16.3723201751709,8013
Toronto.51.RP,Canada,Toronto,Random_Points,43.8572334778513,-78.9987721961856,38.372402233822015,0.8037536354915253,41.75907590759075,58,3293.4695652173914,137.8,6517.2,7.770833492279053,9.649151000976564,35.400001525878906,873,17.905820846557617,8984
Toronto.52.RP,Canada,Toronto,Random_Points,43.924028200113,-79.2875056363097,31.07891583078337,0.6509832622391748,0,42,3839.295652173913,-294.8,8142.2,7.025000095367432,10.12601318359375,36.70000076293945,869,18.544227600097656,9212
Toronto.53.RP,Canada,Toronto,Random_Points,43.9393799386845,-79.4338579646287,32.081351087911834,0.6719804095470835,36.18360655737705,46,3872.008695652174,70.4,7181.8,6.641666889190674,10.2624609375,37.20000076293945,887,18.691402435302734,9542
Toronto.54.RP,Canada,Toronto,Random_Points,43.9618423209741,-79.5838989688483,37.93199152772328,0.7945287320315004,0,26,5795.252173913043,1364.4,8667.2,6.150000095367432,10.183810424804689,37.20000076293945,851,19.24410820007324,9561
Toronto.55.RP,Canada,Toronto,Random_Points,43.740695532837,-79.3129842481502,11.260259280781169,0.23585894566506518,56.1546052631579,56,3015.6260869565217,151.2,5096,8.183333396911621,9.934817504882812,36,853,17.681575775146484,8376
Toronto.56.RP,Canada,Toronto,Random_Points,43.6608811190773,-79.9423814958952,45.131975562474466,0.9453405917672835,0,39,5465.852173913044,376.4,8217.4,6.770833492279053,9.9620751953125,36.70000076293945,862,15.487659454345703,9442
Toronto.57.RP,Canada,Toronto,Random_Points,44.0047677057427,-79.4325877203651,39.28751905964864,0.8229217988808194,15.308970099667777,42,4395.973913043478,-54,7261.2,6.579166412353516,10.324561767578125,37.599998474121094,877,18.78738594055176,9516
Toronto.58.RP,Canada,Toronto,Random_Points,43.6765748398901,-79.851996263236,37.91806797572707,0.7942370873888817,0,38,3929.5304347826086,-127.2,8694,6.920833110809326,9.99582763671875,36.900001525878906,849,15.50994110107422,9160
Toronto.59.RP,Canada,Toronto,Random_Points,43.8204009766879,-79.7974289050571,38.21761467583968,0.8005114339296043,1.2066666666666668,26,3622.008695652174,-127.8,7999.6,6.550000190734863,10.105691528320312,37.400001525878906,822,16.59361457824707,9066
Toronto.60.RP,Canada,Toronto,Random_Points,43.9737121714755,-79.1633719750627,39.77464285591165,0.8331251611773746,0,30,4715.878260869565,251,8409,6.541666507720947,10.057377319335938,36.400001525878906,888,19.595918655395508,9835
Toronto.61.RP,Canada,Toronto,Random_Points,43.8951940694065,-79.1485260380174,32.870753168188784,0.6885153345179243,0,40,4011.808695652174,-151.6,8278,7.016666412353516,9.92399169921875,35.900001525878906,884,19.503082275390625,9532
Toronto.62.RP,Canada,Toronto,Random_Points,43.606679119517,-79.9109064546034,42.91336291452362,0.8988692249064874,0,47,4820.330434782609,-43.8,8479.8,7.004166603088379,9.95538818359375,36.79999923706055,868,15.031896591186523,9304
Toronto.63.RP,Canada,Toronto,Random_Points,43.8657709661154,-79.7856728878999,40.129555209508574,0.8405592043406391,0,30,3908.7739130434784,-137.6,8588.6,6.483333110809326,10.124505004882812,37.599998474121094,824,16.720914840698242,9099
