City,urban_environmental_variable,Distance,Sampling_Design,Distance_by_Sampling_Design,eta2_Predictor,eta2_Sampling_Design,eta2_Interaction,R2_adjusted
Quito,Mean_Annual_Temperature,0.25572,0.08521,3e-5,0.051076865557256934,0.1020855611227773,0.14255355281206578,0.21616672945107906
Raleigh,Mean_Annual_Temperature,0,3e-4,0,0.6372574429888899,0.2613701119000663,0.32593154636836913,0.7086999443132822
Rancagua,Mean_Annual_Temperature,0.43812,0.04108,0,0.4769789480990466,0.12195404419112035,0.18035196989295926,0.5385325524798084
Reading,Mean_Annual_Temperature,0,0.39866,0.07407,0.5843335622755953,0.2693740029494421,0.04007655676194555,0.6302056494031348
Rennes,Mean_Annual_Temperature,1e-5,0.72604,0,0.441819518391703,0.3157644247904265,0.19242375347564517,0.5805906239163783
Reutlingen,Mean_Annual_Temperature,0.80352,0.3897,0.00196,0.13232875723040488,0.2866723425417369,0.09270284553327095,0.3685412619678874
Rochester,Mean_Annual_Temperature,0,0.01606,0.06135,0.8304694172859659,0.34211871285910367,0.04997803031690128,0.8379066885474606
Rockford,Mean_Annual_Temperature,0,3e-4,0.14324,0.567916525348634,0.3468090096197639,0.034944278253877005,0.6369792537288619
Sacramento,Mean_Annual_Temperature,0.01818,0.66108,1.9e-4,0.19250721073848853,0.15525739197931748,0.11679714327761402,0.32835775635890363
Salem,Mean_Annual_Temperature,2.4e-4,0,0.04422,0.32088430948957025,0.2962653693265703,0.05232622433894969,0.46289220977949186
Santa_Maria,Mean_Annual_Temperature,0.62067,0.8232,4e-5,0.16946845987670603,0.7520925342651573,0.3369288708028839,0.7629555421510925
Santiago,Mean_Annual_Temperature,0.28992,0.53546,9e-4,0.08548724602027694,0.14156929791032435,0.09434423712839404,0.23514325608522302
Sapporo,Mean_Annual_Temperature,6e-5,0.60171,0.00208,0.5256779527409295,0.08029318896987217,0.08605940443089971,0.544513538111151
Seattle,Mean_Annual_Temperature,0.00123,0.59528,0.1074,0.3469542746156345,0.030064444442296466,0.036772470423359495,0.34818081026721737
Shanghai,Mean_Annual_Temperature,0,0.67869,0.58656,0.5493895853137006,0.02676498029941794,0.012429527214526705,0.5372659477692394
Sioux_Falls,Mean_Annual_Temperature,0,0.66822,0.77896,0.5140992597894587,0.06809136211887858,0.007635398132820601,0.5093984401181031
St_Louis,Mean_Annual_Temperature,0,0.06711,0.99818,0.5784901921231698,0.11872242419485245,2.512075875503964e-4,0.5817920414965736
Stockholm,Mean_Annual_Temperature,0,0.10287,0.00308,0.6222291356994352,0.15030014152410093,0.08282202854686954,0.6418515524018685
Stuttgart,Mean_Annual_Temperature,0,0.01388,0,0.2822264400570364,0.4520918008928288,0.17819672118145408,0.5739768090905515
Sudbury,Mean_Annual_Temperature,0.74104,0.26262,5.8e-4,0.38063916013319227,0.18870989391912596,0.21640998540436449,0.48261399699429697
Sydney,Mean_Annual_Temperature,1e-5,0.74348,0.02415,0.5511461114273488,0.10602489610672884,0.06230484358307628,0.5656978735411189
Tacoma,Mean_Annual_Temperature,0,0.41425,7.2e-4,0.645984621715117,0.1963719405851559,0.1101064411946735,0.6716773958964377
Talca,Mean_Annual_Temperature,0.00283,0.07187,0.30091,0.1042139698476713,0.04691255874050352,0.023852583257135955,0.12070428082583962
Tampa,Mean_Annual_Temperature,0.00689,0.95994,0.94492,0.3114808570384435,0.007227367773179745,0.007441102446684604,0.2229935634105863
Tehran,Mean_Annual_Temperature,0.79279,0.38221,1e-5,0.25200977491237364,0.05968236870324722,0.15973378448819517,0.3426820535734917
Temuco,Mean_Annual_Temperature,0.03241,0.11673,0.0589,0.008224939572079095,0.19218350486730834,0.03776141831981132,0.19384153414050043
Thessaloniki,Mean_Annual_Temperature,0.73876,0.55603,3e-5,0.05346472914785481,0.4393350787617651,0.13004275277911145,0.47630902339968206
Tokyo,Mean_Annual_Temperature,1e-5,0.41369,0.01498,0.4383628050758313,0.05995595811325481,0.050377919991909985,0.4546818972753939
Toluca,Mean_Annual_Temperature,0.03746,0.73579,0.58314,0.34247741723559916,0.08329595089379262,0.02451858640774975,0.33424743686012304
Toronto,Mean_Annual_Temperature,0,0.97444,0.0351,0.7899506031922547,0.15471159085237926,0.05217833359988149,0.7912025561570181
Trondheim,Mean_Annual_Temperature,0,0.31484,0.60278,0.6054910399325154,0.05474403920395408,0.012422096088899267,0.598011167731799
Vancouver,Mean_Annual_Temperature,0.42924,0.42904,0.31661,0.2085278365597348,0.24401717757723948,0.02414815988564844,0.34909118886800583
Victoria,Mean_Annual_Temperature,0,0.00261,0,0.8539235328609557,0.12764456294489387,0.25270782149270643,0.8566079249374121
Warsaw,Mean_Annual_Temperature,0,0.08476,0.45268,0.8193746283161331,0.1216781440867609,0.013698367993100827,0.8177379633791062
Washington,Mean_Annual_Temperature,0,0.00821,0,0.5010895220168086,0.4233551445967042,0.2767708101156701,0.6663424822432058
Waterloo,Mean_Annual_Temperature,0,0.23326,1.3e-4,0.3425449209497979,0.5363050231621675,0.1668071651213971,0.6307955017156783
Winnipeg,Mean_Annual_Temperature,0,0,0,0.6877384220570507,0.1579728472009163,0.31457175918481256,0.7291697869383541
Wollongong,Mean_Annual_Temperature,0.00766,0.86807,0.00582,0.3569585400880963,0.2501509855537395,0.08405973525298864,0.4701826162731755
Wuhan,Mean_Annual_Temperature,0,0.98593,0.05628,0.6260427260652668,0.2913473609404452,0.04769659360308802,0.666555326390413
Zurich,Mean_Annual_Temperature,5.1e-4,0.08313,0.08781,0.14547836086798616,0.03167734285121386,0.04229744454992379,0.16098385934178971
Albuquerque,Temperature_Seasonality,0.0217,0.39949,0.00709,5.201265501549676e-4,0.0849755599781133,0.07716888049700209,0.11074050637702171
Almada,Temperature_Seasonality,0.0097,0.32425,0.42281,0.011727088514508207,0.0702135427338608,0.0174278283475006,0.05528255989095643
Amsterdam,Temperature_Seasonality,0,0.36976,0.22146,0.36254303146732936,0.2292964996538869,0.028252798994571518,0.44824633666952074
Anchorage,Temperature_Seasonality,0,0.02556,2e-5,0.4063376303498573,0.08393379973370257,0.14655490519788578,0.4631127230678207
Antwerp,Temperature_Seasonality,0,4e-5,1e-4,0.5832503208563752,0.05672428915713005,0.130604715223197,0.5989601806535254
Armidale,Temperature_Seasonality,0.20073,0.93597,0.09861,0.051187059749678236,0.11398841058478727,0.040365155209113796,0.14584587882739286
Athens,Temperature_Seasonality,0,0.00625,0.00135,0.6728124660180779,0.12860177100899,0.1414406511723238,0.6827750423400096
Atlanta,Temperature_Seasonality,0,0.5576,5.6e-4,0.3304833278022807,0.20334160233892207,0.09796144952259149,0.4393304647674825
Atlantic_City,Temperature_Seasonality,0.34608,0.05444,0.89109,0.018203247614162404,0.21059739290661111,0.004000152853555983,0.18938125886718493
Baltimore,Temperature_Seasonality,1.2e-4,0.01935,0.00318,0.4504378183989867,0.11273644915142386,0.08995518634572924,0.48769216679858596
Barrie,Temperature_Seasonality,0,0.01727,0,0.004142968107268898,0.5266087229591493,0.2920404195112509,0.5738472079977504
Baton_Rouge,Temperature_Seasonality,0,0.93237,0,0.09875450173632332,0.4187830361084378,0.1636335256158478,0.48590926939916934
Beijing,Temperature_Seasonality,5.5e-4,0.74199,0.14171,0.10011005709485467,0.15204139022474333,0.05971858955345285,0.20273513608344074
Berlin,Temperature_Seasonality,0.00362,0.00266,0.26425,0.263606305627888,0.3276437320721358,0.030691368240015778,0.4378517194914908
Bern,Temperature_Seasonality,6.4e-4,0.38187,7.1e-4,0.3018767799037146,0.1071755168907889,0.10480949561122513,0.37362645182544074
Bogota,Temperature_Seasonality,0.01337,0.07581,0.00147,0.015881949064915954,0.18533254003681043,0.09817632817513536,0.22589127998319747
Boston,Temperature_Seasonality,3.5e-4,0.59993,0.01002,0.022991595291540306,0.19886156662741264,0.06740853731864996,0.22382369336057706
Brantford,Temperature_Seasonality,5e-5,0.22585,0.84585,0.5802589360462401,0.2907304592056975,0.0079209831551224,0.6183891303475918
Brighton,Temperature_Seasonality,9e-5,0.26627,0.11877,0.0420365099737469,0.3348351461919153,0.04083158997882146,0.3395551885633541
Brussels,Temperature_Seasonality,0,0.00432,0.46774,0.6164760113157991,0.4272852629694361,0.02274299015477802,0.6850109787114746
Buenos_Aires,Temperature_Seasonality,0.01303,0.77274,0.03956,0.030845064815849574,0.1624145482245411,0.04513288474232279,0.18390563847674501
Burlington,Temperature_Seasonality,0.67872,0.85442,0.52148,0.006525184301847168,0.09925733575470606,0.01106708289296939,0.08271659159019518
Calgary,Temperature_Seasonality,0.70679,0.43447,0.06912,0.0017715936886821954,0.04233076080538932,0.04484566921574728,0.04343679322035088
Cambridge,Temperature_Seasonality,0.01036,0.33663,0.00151,0.5296299727520927,0.34321394450459575,0.097874801372357,0.6202529213389397
Canberra,Temperature_Seasonality,2.4e-4,0.19444,0.00415,0.4996658767250919,0.05984042233757381,0.08419719946271827,0.5141391128674515
Cape_Town,Temperature_Seasonality,1e-5,0.59604,0.82564,0.5382977749721416,0.10743694546935127,0.012325709636907503,0.5226867688887873
Charlotte,Temperature_Seasonality,0,0.16012,0.01019,0.37859010544391564,0.06242214110370589,0.07144109681155951,0.40319669873130104
Charlottetown,Temperature_Seasonality,0.02689,0.84065,0.23713,1.283572984149182e-4,0.1838104033894337,0.02670125488881349,0.1659492630880799
Chicago,Temperature_Seasonality,0.02015,0.18563,0.01177,0.0021777362175228877,0.040390444692973884,0.06037691434019299,0.06202521875688627
Christchurch,Temperature_Seasonality,0.11548,0.02135,0.11947,0.011359334658478517,0.03273379337407312,0.03735449391180963,0.03540496051852127
Cincinnati,Temperature_Seasonality,6e-5,0.10442,0.00736,0.12936302019763496,0.17761817342857242,0.07620269311843295,0.276904458277351
Cleveland,Temperature_Seasonality,0,0.12537,4e-5,0.5157435725081595,0.13859914121840225,0.13157353240000727,0.5612025675423911
Cologne,Temperature_Seasonality,0,0.64319,0.73223,0.41255696495983857,0.05067211801167721,0.012599600170410502,0.39533542499977115
Curitiba,Temperature_Seasonality,0.21337,0.13882,0,0.11985405512274688,0.2145525588681564,0.21555399089408958,0.37399730886672067
Denver,Temperature_Seasonality,0.07208,0.94334,0.75632,0.044174842140264445,0.014535281312247543,0.007317935280951912,0.023269545463766916
Detroit,Temperature_Seasonality,0.07896,0.01077,0.04412,0.238122761216816,0.025140196103457066,0.05269711049105984,0.24891928414117015
Edmonton,Temperature_Seasonality,0.20955,0.89334,0.02262,0.0412769630802307,0.1446300055962157,0.05365528659252282,0.17998682904594965
Fairbanks,Temperature_Seasonality,0,0.91195,0.01732,0.4295519493264876,0.1751667726506276,0.06565494576574488,0.485676017736536
Fergus,Temperature_Seasonality,0.60543,0.7584,0.05115,0.1859515615159965,0.06319678985205529,0.10156194444634248,0.22123776974341458
Frankfurt,Temperature_Seasonality,0,0.50533,0.1097,0.43398582437934746,0.03597959772862661,0.038582478462069955,0.4329490646383102
Fredericton,Temperature_Seasonality,0,0.03837,0.26931,0.7682615431529279,0.08281317021877795,0.025934638033830105,0.7637747485188694
Freehold,Temperature_Seasonality,0,0.82502,0.16518,0.44528538968121834,0.0469289404521074,0.02766562789715924,0.4476375922134991
Ghent,Temperature_Seasonality,0.1611,0.50683,6.1e-4,0.38051249261137166,0.3271135905727952,0.10294558366760843,0.5286849152854165
Glasgow,Temperature_Seasonality,0,0.1865,0.72896,0.5977830078786622,0.07059714240173366,0.008721051105241892,0.5926462815658711
Guelph,Temperature_Seasonality,0,0.19095,0.03193,0.8124942221021421,0.32025133620211255,0.11443667381370613,0.8150809015000016
Halifax,Temperature_Seasonality,0.00726,0.54385,5.1e-4,0.029884411578938362,0.0909940577182919,0.11529560649935545,0.16857983921785435
Halle,Temperature_Seasonality,0,0.10874,0.00283,0.42029564435605415,0.061519215523574096,0.0897152300258279,0.44578624907126163
Helsinki,Temperature_Seasonality,0,0.16552,2e-4,0.595626692789866,0.2058618388006097,0.12825851303874006,0.6356946463010962
Hempstead,Temperature_Seasonality,0,0.10849,2.5e-4,0.5068833562823368,0.10445473294320944,0.12446672676171247,0.5414337954024038
Hiroshima,Temperature_Seasonality,0.00408,0.12265,0.17239,0.08548414203692953,0.13825526119814804,0.02936295024570072,0.1886414367941165
Houston,Temperature_Seasonality,6e-5,0.8957,0.0205,0.2666615695250429,0.22626116643807853,0.05808580716909906,0.39283207117114216
Indianapolis,Temperature_Seasonality,0,0.00864,0.03911,0.6473867254150089,0.0594071116687691,0.04250546164188794,0.6478846966221192
Jacksonville,Temperature_Seasonality,2.4e-4,0.3016,0.50339,0.10930485777271906,0.2359228630613368,0.015899594761929734,0.27610268923126247
Kalamazoo,Temperature_Seasonality,0,0.08518,0.76322,0.47778365940417944,0.10188844909940274,0.0077643213766932645,0.48565778074918664
Kunming,Temperature_Seasonality,0,0.00309,3.8e-4,0.5100026427425234,0.14527098735508337,0.09217637547341544,0.5515174851489415
Kyoto,Temperature_Seasonality,0.9572,0.00793,0,0.0626017134431211,0.34317863885189503,0.2329484451957399,0.44931514899913516
Lake_Charles,Temperature_Seasonality,0.09222,0.46624,0.03041,0.04458688133895143,0.0436817449320864,0.05828582298372,0.09265045340335742
Landshut,Temperature_Seasonality,0,6.1e-4,0.05521,0.4637831649135104,0.2861399594563737,0.03968937373006994,0.5503266595221479
Lansing,Temperature_Seasonality,0,0.13959,5e-5,0.9061448350679919,0.11324364347283705,0.13890118936590903,0.9043874529180633
Lanzhou,Temperature_Seasonality,6e-5,0.63351,0.06337,0.14526671301033128,0.19838799816629857,0.04724761974411207,0.286541633405504
Latacunga,Temperature_Seasonality,0,0.64213,0,0.13949963856089806,0.3686472546080136,0.16758728087985234,0.46235448550898384
Leuven,Temperature_Seasonality,0.01594,0.89537,0.00765,0.0499617163125929,0.23469503263366592,0.09422085667131387,0.27673886131632697
Linkoping,Temperature_Seasonality,0,0.01162,1e-5,0.43498267865533347,0.5541129356799738,0.13922218535802713,0.6717668796053071
Lisbon,Temperature_Seasonality,0.00526,0.3296,0.37306,0.06703947886000503,0.005768130655834084,0.01643084261458906,0.05220348282992304
Little_Rock,Temperature_Seasonality,0,0.72078,0.03928,0.6874648405390688,0.03127886246590102,0.061995033833655004,0.6804610797257034
London,Temperature_Seasonality,0,0,0,0.5184055623171923,0.1217648402642796,0.20517539857715147,0.5768004173464318
Los_Angeles,Temperature_Seasonality,0,0.25677,0.50221,0.3964961166955684,0.04017187245252095,0.014930703243743841,0.3903899821876273
Louisville,Temperature_Seasonality,0,0,0,0.6500064890018574,0.09152699612909063,0.2593965467219483,0.6854182089008365
Madison,Temperature_Seasonality,0,0.14853,1e-4,0.43470993052570117,0.09224290532712899,0.10362231148320024,0.4782707693309054
Manchester,Temperature_Seasonality,0,0.16305,0.31781,0.6628984326802181,0.024615821648717374,0.023136217575955402,0.6528913422880633
Medellin,Temperature_Seasonality,1e-5,0.01335,0,0.22610027255506773,0.3802750134503511,0.19977992362412605,0.5142599092421847
Melbourne,Temperature_Seasonality,0.50327,0.54307,0.89226,0.0878803339747514,0.09419416713211344,0.005203212630533147,0.12130815283633334
Memphis,Temperature_Seasonality,0,0.05485,0,0.34341693755602254,0.2959588121600306,0.19292790953848907,0.524648477382095
Mexico_City,Temperature_Seasonality,0.00182,0.57256,0.03416,0.002927571559976951,0.15491408664490994,0.06991539301910298,0.16060905501508693
Minneapolis,Temperature_Seasonality,0,0.4461,0.05278,0.3148118317561203,0.04262071821266598,0.04542473728256553,0.32814336063392313
Moncton,Temperature_Seasonality,0,0.19715,0.71432,0.7876696409283102,0.043252144711053854,0.009133910439681325,0.7801674183784609
Montreal,Temperature_Seasonality,0.72254,0.01501,0,0.0747681330134642,0.47463293070648,0.18818204630489796,0.5309995570339137
Morelia,Temperature_Seasonality,0.00417,0.2642,0,0.07572018116871876,0.2817331021348098,0.2555681326009428,0.42410782291297666
Muenster,Temperature_Seasonality,0,0.03244,3.3e-4,0.8412411620989351,0.06022208291079357,0.1128117813278178,0.8389606714144013
Munich,Temperature_Seasonality,0.02652,0.00917,0.04984,0.2547081445024416,0.04881183162635453,0.03981934067500873,0.27749960015814035
New_Haven,Temperature_Seasonality,0.45957,0.70928,0.58066,0.036162638918505345,0.004106045151671998,0.01237008341555752,0.009089112939926647
New_York,Temperature_Seasonality,0.06462,0.10372,0.07092,1.6508082969436788e-4,0.07701501919669292,0.03799753457681525,0.07517615814746492
Newcastle,Temperature_Seasonality,0,0.07148,0,0.09386413117406929,0.2685998545593373,0.17605955396615638,0.37937092550861906
Norfolk,Temperature_Seasonality,0,0.0536,2e-5,0.32495846295422226,0.10023063009917688,0.14343956952053474,0.40672855610076697
North_Bay,Temperature_Seasonality,0,0.00221,0.00207,0.6807048881508142,0.010185057398413631,0.0881678973137552,0.6776587713745326
Orangeville,Temperature_Seasonality,0.29401,0.48856,0.12847,0.1396429706494663,0.3070177435480313,0.049636046118275275,0.35866367863172766
Ottawa,Temperature_Seasonality,8e-5,0.74687,0.00161,0.5331305063047047,0.32725541182279233,0.09577893707204785,0.6173213900623835
Palmerston_North,Temperature_Seasonality,0,0.5858,0,0.8666404246048944,0.36427645423658284,0.19063175741071822,0.87396515205116
Paris,Temperature_Seasonality,4.2e-4,0.53565,0.00723,0.34049542095998186,0.23367404647302187,0.06034711095869568,0.45038329977046554
Philadelphia,Temperature_Seasonality,1.9e-4,0.1576,0.85694,0.3752938849438009,0.08053427437553849,0.00519807803151064,0.38141235044011557
Pittsburgh,Temperature_Seasonality,0.06888,0.1377,0,0.43892440514235476,0.24645888092429796,0.2583156719673223,0.5741173695874346
Portland_ME,Temperature_Seasonality,0.144,0.09804,0.06195,0.010441374563682066,0.03565624503243665,0.05158500623353484,0.04645748086753598
Portland_OR,Temperature_Seasonality,0,0.82278,0.85543,0.5680283366850095,0.027432883738979962,0.005276326926295367,0.5537768031136685
Providence,Temperature_Seasonality,0,0.44108,4e-5,0.7424277891242542,0.15129244855476728,0.14050714597220232,0.7524347432661527
Punta_Arenas,Temperature_Seasonality,0.01106,0.43164,0.00151,0.11142904150143275,0.4206704940432445,0.09724012403666252,0.46578202374112776
Quebec_City,Temperature_Seasonality,0,0,0,0.6794260498457716,0.3875987963172551,0.18275057064234804,0.7366709872916347
Quito,Temperature_Seasonality,0.64743,0.29494,0.08336,8.585294014701625e-4,0.05057311588018969,0.04222554482382575,0.04804063000771619
Raleigh,Temperature_Seasonality,0.00999,0.13075,9e-5,0.005765034548959426,0.09830414963590416,0.13245363256518664,0.17397778266489583
Rancagua,Temperature_Seasonality,0.00836,0.66765,0.16737,0.035043485362969855,0.12160442624459224,0.03395792401763717,0.1338629974441512
Reading,Temperature_Seasonality,0,0.69186,0,0.5923820385749884,0.31787997963426434,0.17678752438760348,0.6677077151751406
Rennes,Temperature_Seasonality,7e-5,0.76722,0,0.4488258547438634,0.4038033270146553,0.209955908588186,0.6210607463282468
Reutlingen,Temperature_Seasonality,3e-5,0.10781,0.14488,0.4710898933712394,0.26502476249693213,0.034776905682793104,0.5426693317180243
Rochester,Temperature_Seasonality,0,0.18206,0.15799,0.8406616582951387,0.12707329364088452,0.03556277980414115,0.8375834252278354
Rockford,Temperature_Seasonality,0,0,0,0.6218381523859323,0.14908181867946926,0.20073735088963732,0.6593466583808352
Sacramento,Temperature_Seasonality,0.00129,0.42043,0,0.0016876080901055408,0.13866589431241,0.15961056659326855,0.22813724657180645
Salem,Temperature_Seasonality,0,6e-5,2e-5,0.19545401267178955,0.038708128161026575,0.15240867567960112,0.28458371930487614
Santa_Maria,Temperature_Seasonality,0.9556,0.97729,0.00126,0.1839921514565623,0.7014471918020434,0.24377870812715074,0.7113411257760263
Santiago,Temperature_Seasonality,0.2803,0.69648,0.02177,0.2839077265976202,0.33884330786643,0.056321585057437534,0.47061809515384
Sapporo,Temperature_Seasonality,0,0.42744,0,0.009584269262659144,0.4698050760410154,0.2842337635227296,0.545137645264719
Seattle,Temperature_Seasonality,0.54958,0.63375,0.86187,0.009178324558466499,0.021614466608117982,0.004592199362152499,-0.006989759623893921
Shanghai,Temperature_Seasonality,0.0911,0.25834,0.57752,0.011681983108168186,0.1543022342297025,0.012704749956599601,0.13394368006848134
Sioux_Falls,Temperature_Seasonality,0,2e-5,0.02213,0.8293748351824707,0.20859895533774186,0.06525222056014457,0.8305999842323686
St_Louis,Temperature_Seasonality,0,0.01318,7e-5,0.5523045996366843,0.1301703326218473,0.14012968353202035,0.5881788564532777
Stockholm,Temperature_Seasonality,0.01738,0.5838,0.77017,0.11149208681441283,0.03430658133365359,0.007007363815125641,0.10642779046190542
Stuttgart,Temperature_Seasonality,0.01974,0.00183,0.00149,0.16455419337654686,0.025288726023594412,0.07892184439343924,0.20721587709293476
Sudbury,Temperature_Seasonality,0,0.05104,0.00401,0.7899547957088149,0.053337982721613796,0.16991241769168094,0.7812405266971566
Sydney,Temperature_Seasonality,0.08289,0.74951,3e-5,0.15994813428986135,0.33195712521329324,0.1505589160507865,0.437965668919695
Tacoma,Temperature_Seasonality,0.23114,0.95909,0.37607,0.15524733101584676,0.11637927685055909,0.02109870480758789,0.21597221433904945
Talca,Temperature_Seasonality,0,0.00116,0,0.06707406231457384,0.1157267389706687,0.18285970536915003,0.2665110921636843
Tampa,Temperature_Seasonality,0.87255,0.97425,0.49213,0.012180731152585436,0.13174815377716714,0.046571373210981065,0.06011682408217511
Tehran,Temperature_Seasonality,0.28409,0.55582,0.06429,0.38375904176418835,0.04444217859140048,0.045854865975147825,0.3912253510453195
Temuco,Temperature_Seasonality,0,0.22601,0.0013,0.08163203060917676,0.12856243596134218,0.07798430548885796,0.21554022079639457
Thessaloniki,Temperature_Seasonality,0.83481,0.80669,0.0234,7.960078106664984e-4,0.23256915243413837,0.05510177519408036,0.23510039449803466
Tokyo,Temperature_Seasonality,0.00127,0.26569,0.01209,0.0013424954433276072,0.03287382856401324,0.052559509731458315,0.05148220714406193
Toluca,Temperature_Seasonality,0.27843,0.79987,0.00193,1.3137620841092842e-8,0.2140253417397606,0.17262414952599284,0.2641572115985864
Toronto,Temperature_Seasonality,0,0.08238,1e-5,0.22153544350977677,0.16927999552962997,0.15151621827846903,0.3738481589739856
Trondheim,Temperature_Seasonality,6e-4,0.97672,0.03445,0.017499647305078886,0.2013777704711838,0.05653605181743721,0.21249431717787948
Vancouver,Temperature_Seasonality,0.89432,0.47305,0.69943,0.005435004605943477,0.060628394913327464,0.009820863007411133,0.028995827424669218
Victoria,Temperature_Seasonality,0.47634,0.62223,0.79585,0.0033041546342015495,0.03458445107084331,0.0074076082083571766,-0.004293429033388474
Warsaw,Temperature_Seasonality,0.37868,0.37152,0.29556,0.0076890708532428974,0.04188821901180372,0.019242814033237424,0.031973512560768524
Washington,Temperature_Seasonality,0.39015,0.04465,0,0.21090370827683824,0.1663272081249856,0.2578460376961716,0.4259659515627795
Waterloo,Temperature_Seasonality,4.9e-4,0.01008,0.51673,0.40438993200112855,0.41443809843555235,0.020046733991975183,0.5586101357881024
Winnipeg,Temperature_Seasonality,0,0,0,0.7459994021462627,0.09764451833597163,0.2525870004266145,0.7621750526446872
Wollongong,Temperature_Seasonality,0.00507,0.18862,0.47512,0.16965758700481628,0.031413698347508526,0.01739756270512842,0.16354821483352033
Wuhan,Temperature_Seasonality,0.5708,0.22155,0.92464,0.027072208704746754,0.28107676098839407,0.0030609165936332054,0.2647300451332988
Zurich,Temperature_Seasonality,0.86919,0.11656,0.23096,0.02927135690201093,0.20880173230581034,0.027976067463905206,0.20900724392496373
Albuquerque,Range_Annual_Temperature,0,0.80468,0.00519,0.3949766288560594,0.17653209238925913,0.08128159881679158,0.4648062190427107
Almada,Range_Annual_Temperature,1e-5,0.27227,0.38565,0.09698879592107544,0.15220744719059207,0.018873078141134318,0.20070096649694913
Amsterdam,Range_Annual_Temperature,0.00106,0.55614,0.06662,0.19869982867099753,0.16445134555994967,0.0456485995409139,0.2993862709517411
Anchorage,Range_Annual_Temperature,0,0.05994,6e-5,0.3055169211953011,0.09873658785205443,0.13541961306770298,0.3870527740469095
Antwerp,Range_Annual_Temperature,0.00311,6.3e-4,0.0278,0.1676558833077896,0.09806693129077237,0.05876671386674533,0.23745231159647306
Armidale,Range_Annual_Temperature,0.1379,0.60308,0.00409,0.01963863866229295,0.09905453881797145,0.08331912323816873,0.14319033668217562
Athens,Range_Annual_Temperature,2e-5,0.02534,0.46564,0.47043435610237483,0.16444223363115473,0.024608551690161722,0.4936314334684032
Atlanta,Range_Annual_Temperature,0.00217,0.0344,0.01752,0.3935827547138597,0.096392176310557,0.05799617669321497,0.42693192865069496
Atlantic_City,Range_Annual_Temperature,0,0.00261,0.18735,0.5970911829961693,0.40449976285657996,0.03037320447383569,0.6726235152807536
Baltimore,Range_Annual_Temperature,1.3e-4,0.1308,0.45162,0.029963690054082715,0.2166439088378837,0.017816815713123896,0.2094487339137574
Barrie,Range_Annual_Temperature,0,0.02307,0,0.05436458734016516,0.5105676448701952,0.27364074498104235,0.5649565281121631
Baton_Rouge,Range_Annual_Temperature,0,0.02233,0,0.012909936301920832,0.2150173261963803,0.22509604011206708,0.3398182013764933
Beijing,Range_Annual_Temperature,0,3e-5,7.1e-4,0.5573633675428944,0.16780366624852946,0.1745988257786502,0.596033078666661
Berlin,Range_Annual_Temperature,0,0.80501,0.03411,0.24702136373786646,0.2840518367180568,0.06569721215532304,0.41223137436903123
Bern,Range_Annual_Temperature,0.0073,0.07778,0,0.24861617899546676,0.1294595407772456,0.1641086482890823,0.3760123326776368
Bogota,Range_Annual_Temperature,0.50596,8.9e-4,5.3e-4,0.185436600877496,0.24575257343640663,0.1110003083628677,0.37617988820669246
Boston,Range_Annual_Temperature,0.13233,0.8415,0.03796,0.0030979741984555336,0.18439598004607036,0.05053904853459689,0.18653150693852139
Brantford,Range_Annual_Temperature,0,0.70846,0.34306,0.6724384385279393,0.2895372148032653,0.03199605110607107,0.6941052495323301
Brighton,Range_Annual_Temperature,0.50372,0.19319,0.07826,0.004532051348340111,0.31855658508799656,0.04730532553176467,0.3099732759213024
Brussels,Range_Annual_Temperature,4e-5,0.00093000000000000005,0.31012,0.16891715953841321,0.5126637459522546,0.031908800865575536,0.5351608012472687
Buenos_Aires,Range_Annual_Temperature,0,0.01814,0.00244,0.5219263341536688,0.06945283587938578,0.07655685468797163,0.5381213620099689
Burlington,Range_Annual_Temperature,0.40879,0.86107,0.38672,0.006596901883536882,0.11756835596698512,0.014861294566866962,0.10416390496814187
Calgary,Range_Annual_Temperature,0.58098,0.18299,0,0.010108020308347265,0.3277262207519322,0.21667433170256303,0.4107820416785877
Cambridge,Range_Annual_Temperature,1e-5,0.01698,0.63693,0.3521638327628918,0.13609580472844343,0.011306993423488433,0.38865067321239866
Canberra,Range_Annual_Temperature,0,0.70075,0.00935,0.8102911012945846,0.21010587313508355,0.07350906526882116,0.813646572713349
Cape_Town,Range_Annual_Temperature,0,0.45364,0.94359,0.5765514074524086,0.11226783096266327,0.005278769709838162,0.5599378024746002
Charlotte,Range_Annual_Temperature,0.67524,0.68538,0.00257,2.1434914049456103e-6,0.10523593172625338,0.08928967624997793,0.13951817833991775
Charlottetown,Range_Annual_Temperature,0.00212,0.92472,0.20473,0.03182874709021775,0.08671888955770087,0.028880244297425584,0.09735551136087484
Chicago,Range_Annual_Temperature,0.45098,0.33705,0.0055,0.1466009238745841,0.1122161392973744,0.0690806620345509,0.24236459243973218
Christchurch,Range_Annual_Temperature,0.21276,0.07808,0.11694,2.6368333885710342e-5,0.012476674978788162,0.037663352060446714,0.005748671703815322
Cincinnati,Range_Annual_Temperature,0,0.012,0,0.26302942082914577,0.19096677595795786,0.1697983117185487,0.4178739534512812
Cleveland,Range_Annual_Temperature,4e-5,0.39653,0.0158,0.0792315103775612,0.10683577076855952,0.06171841493225348,0.17950676698991785
